Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR
1,0.6298841938223158,0.011425684134662151,0.6854754475457328,0.3186913041796003,24.78877337929475
2,0.08719184883322034,0.00854707400245326,0.9584640194075448,0.04622291375015463,24.807350616874487
3,0.01874608088178294,0.007964765976582255,0.9910757456507001,0.010221404713285821,25.102317601365588
4,0.6112922630608082,0.007718520401205335,0.5529258127127374,0.19430469641919648,25.4412904456615
5,0.022895596472706115,0.007342049542814493,0.988797358567374,0.01180040181364332,25.554746129186007
6,0.010244342138511794,0.007078453242778778,0.9951829228264945,0.00549267065216388,25.433963621010697
7,0.005952152011596731,0.006883780427596399,0.9973065476417542,0.003332072070081319,25.842258384337036
8,0.0039283573446529255,0.006745033957064152,0.9981624515805926,0.0021161914608042154,25.832016461526234
9,0.0026248592410236596,0.00661193784901074,0.9988137464114598,0.0014653441479296557,25.79529436495157
10,0.0017677668076806834,0.006473928291989224,0.9991918969290597,0.0009644062716513873,25.98660922488242
11,0.0011545923328293221,0.006363343578257731,0.9994648364203317,0.0006346636319532991,26.0843161578533
12,0.0008514126096319939,0.006270027182464089,0.9996127095222473,0.0005096681987933283,25.918561456358923
13,0.0005436906857948219,0.00614225443814482,0.9997635455812727,0.0003129417326700475,25.972558540920634
14,0.00043078272770425037,0.006039636549779347,0.9997957271303449,0.0002330841267431554,25.923863241139976
15,0.00027469116265087256,0.006013363275570529,0.9998779023715428,0.00015489112884138845,26.123375301406252
16,0.0004139312257557841,0.0058992587977222035,0.9998140828268869,0.0002444007286552473,26.31149426633778
17,0.00014891060687867658,0.005803959238529205,0.9999332147734505,8.326656034415854e-05,26.30825394630301
18,0.00010340990056117465,0.0057770856814725055,0.9999522836957659,5.634069574589375e-05,26.371243990822745
19,0.1155314037146845,0.00571262101999351,0.902816845204149,0.01974371758526291,26.118530055680182
20,0.7415533305576869,0.005856709171192987,0.5377683283294951,0.3213656676480813,25.346742355446338
21,0.7641704264232091,0.005927136721355575,0.49438657052644663,0.2957853770279459,25.339700264647057
22,0.4350922125826723,0.005684955994359085,0.6893716070141112,0.13036250382164227,26.444571922171882
23,0.0025322625899820454,0.005514087092876434,0.9983951276779175,0.0009434354238744293,26.422372473169958
24,0.0014453028031890945,0.005476518021417516,0.9991397803034101,0.0005836122443001452,26.383954051212474
25,0.0008984880948439241,0.005425579823234251,0.9995519369397845,0.0004629257172246331,26.32665654529314
26,0.0006493004846253566,0.005384588535555772,0.9996460411889212,0.0002996051266024421,26.428244226046274
27,0.0004997112004552037,0.005356393139490059,0.9997699534824916,0.0002748247389781422,26.105293613915187
28,0.00039901432933818015,0.00532593640057104,0.9997962446757725,0.00019921430416870863,26.14954666014156
29,0.00035985214932422553,0.005299216526214566,0.999824447618212,0.00018888446130523723,26.390225778177864
30,0.0003032781872931602,0.005246416061584438,0.9998530291693551,0.00017464243745364782,26.501176910577794
31,0.0001673534907400608,0.005239941840938159,0.9999098908288139,8.054461470040094e-05,26.388616305101262
32,0.00022814487591718457,0.00518873292644109,0.9999016925130572,0.00014325543892503316,26.095167367426775
33,0.00015856466814875603,0.005152470338663884,0.9999042029244559,6.374382802085685e-05,26.50738540918558
34,0.004920826759026386,0.005152182326040098,0.9973747285706657,0.0037455682037581157,26.53579189571507
35,0.0002304560109207939,0.005119031362874167,0.9998816433225359,0.00011528103726949277,26.40334773233102
36,0.00012531493254770923,0.0050872670719666144,0.9999396223204476,6.48012421592804e-05,26.51407394981884
37,8.239647031129737e-05,0.005066071871455227,0.9999629952975682,4.632463712685941e-05,26.408715003632853
38,6.454561352646643e-05,0.0050516465935323916,0.999968292263576,3.2577278523656006e-05,26.55520012317986
39,0.0002568041103875398,0.005025904449820519,0.9998365847451346,0.00010741349160421773,26.54094367563807
40,4.328436171885447e-05,0.005001442117137568,0.9999822735105242,2.5839358589811515e-05,26.530804876961525
41,2.9568217027034343e-05,0.004984120482206345,0.9999865965298244,1.6218707067517762e-05,26.56109027127011
42,2.639631905227101e-05,0.004963427932134696,0.9999871914727347,1.3390990537404182e-05,26.504824237771448
43,2.294371057484698e-05,0.004957996074216707,0.9999890039716448,1.2142036293257011e-05,26.55045854888953
44,2.1302464399819395e-05,0.004942351753583976,0.9999915680612836,1.541982608593701e-05,26.523723944074664
45,0.04847664303984992,0.0049302089723093166,0.9625165415723409,0.0142633037926097,26.53860250117676
46,0.00013632159359237579,0.0048900514247162,0.9999293406077794,6.616688971075096e-05,26.60072141316284
47,8.27199920646048e-05,0.004887915168489729,0.9999607431275503,4.583674929890549e-05,26.273527278126227
48,0.00016673099489250619,0.004868378643372229,0.9999260552133833,0.00011107561964142536,26.528579084545967
49,0.00013940195622604473,0.004854536619676011,0.9999120433126177,5.463324377841283e-05,26.598642555502508
50,4.749972160872338e-05,0.004842991540474551,0.9999819309370859,2.8945405054504852e-05,26.584575666502825
51,2.8524598115888824e-05,0.0048285636955073905,0.9999867094312396,1.5518923310134725e-05,26.61732867758483
52,2.760076437407406e-05,0.004812159007468394,0.9999867193903241,1.4761266920634495e-05,26.573999018514357
53,0.00017713897831771256,0.004803330677428416,0.9999072590964181,8.293859687042381e-05,26.61780575372571
54,2.005875426797762e-05,0.004795019399268286,0.9999903377396719,1.0599742961390543e-05,26.38172486679231
55,0.0041491774837016625,0.0047921598981533736,0.9978320281709944,0.004210304439192571,26.60337733024931
56,0.00011045158614121776,0.00476764048114419,0.9999500373567853,6.3471128159186e-05,26.57236315592298
57,4.7625645678739864e-05,0.004755873957276344,0.9999775614465986,2.5797792472959762e-05,26.588299312933337
58,3.700717294746677e-05,0.004742550703670297,0.999983292375292,2.0668589628205933e-05,26.59544301610284
59,4.0628213472830665e-05,0.004740431612836463,0.999975784437997,1.7160764717846177e-05,26.60746873780746
60,1.9734363535618676e-05,0.004724372791924647,0.9999913776670184,1.121553366849964e-05,26.620669707770883
61,3.6817397364003616e-05,0.004721294989223991,0.9999871274675641,2.532244682775594e-05,26.616483269297596
62,1.4499266446052518e-05,0.004707657160716397,0.9999932278769357,7.88099927005013e-06,26.64344039966473
63,9.82231624782019e-06,0.004700635263536658,0.9999952749252319,5.17082153892261e-06,26.603702107810975
64,1.2118119510289814e-05,0.0046890667183058605,0.9999930439540318,5.24480265989301e-06,26.636561597859014
65,1.5051145646637971e-05,0.004692648351405348,0.9999915746416365,6.88701310687715e-06,26.644996049466943
66,0.02275914756348107,0.004714440872520208,0.9875658745765686,0.01580088986464699,26.654734888861306
67,9.356955666527418e-05,0.0046585994152086125,0.9999297767366682,2.5146453601960924e-05,26.631476587233543
68,0.0001102234381883006,0.004653802200513227,0.999953459753309,0.00010555131032451754,26.565195386151956
69,3.130591941215763e-05,0.004639257896904434,0.9999770222255162,8.384013559095495e-06,26.632931781654882
70,3.0769973087756494e-05,0.004651837844295161,0.9999792229788644,1.01765418856043e-05,26.639470106637376
71,4.99635999822723e-05,0.004627638968718904,0.9999697031974792,2.4342496559256687e-05,26.557891628813465
72,1.8078904279224975e-05,0.004624719654449395,0.9999899558203561,8.26873978076037e-06,26.625754985703892
73,2.1431736501732043e-05,0.0046195135270910605,0.9999884675979615,1.054315324217896e-05,26.6199323212768
74,1.4323949750749827e-05,0.00460854786740882,0.9999940180778504,8.019780523682129e-06,26.61501417233965
75,9.778393647762382e-06,0.00460422313330429,0.9999943514551435,4.187995765252188e-06,26.61900947381507
76,0.004977942026890689,0.004614678648859263,0.9969933708190918,0.0067879361341444434,26.594739073881463
77,7.987832206085191e-05,0.004587706444838217,0.9999790978976658,7.298129196715309e-05,26.5834589975508
78,2.5776968829658082e-05,0.0045816446598087035,0.9999892611231123,1.5252905110433597e-05,26.62181983846046
79,1.8319676704621607e-05,0.004580858984908887,0.9999931924411228,1.1768893497407719e-05,26.647731149135083
80,1.5115166212074525e-05,0.004574271951828684,0.9999932835170201,8.546413592037945e-06,26.597399521246437
81,4.4196071295404444e-05,0.004560766708744423,0.999972387613569,1.9309452661660282e-05,26.643522788452646
82,1.4929949244417782e-05,0.004560637541966779,0.9999937237603324,8.764184870960889e-06,26.625591837060703
83,8.476431975265898e-06,0.004558860861403602,0.9999964582851955,4.982195679258439e-06,26.66015623734776
84,7.009295301343497e-06,0.004549316549833332,0.99999710320064,4.213527434876596e-06,26.648105104833
85,6.595360250607233e-06,0.004544986902922392,0.9999973393985203,4.059415960091428e-06,26.582865477523526
86,5.571161577141278e-06,0.004538917148964746,0.9999973877361843,3.00570333669644e-06,26.6480893328121
87,1.0635767668593741e-05,0.0045302947513759136,0.999996220098223,7.573883301613802e-06,26.63593589463554
88,0.0010940076100427957,0.004524653351519789,0.9994798761367798,0.0013405680379666072,26.638054754952712
89,2.215582858958182e-05,0.0045221417153520245,0.9999882175309317,1.0541332786591998e-05,26.6941214289729
90,1.0905051894951611e-05,0.0045162976115942005,0.9999952951158796,6.346962454543765e-06,26.653681367489188
91,1.3668779359016168e-05,0.004516566703415343,0.9999916673115321,5.36573943766468e-06,26.64798179477929
92,8.93662672653071e-06,0.004504723646917513,0.999995212336949,4.194551578127305e-06,26.674276990297404
93,6.641069693744482e-06,0.004500949630354132,0.999997237273625,3.906650365427465e-06,26.53792605104718
94,4.926511003577616e-06,0.004502385177143983,0.9999974784306117,2.4211565875053305e-06,26.65510452008327
95,4.0153989833405444e-06,0.0044963676810264586,0.999997962978908,2.0044906229356585e-06,26.664193098880094
96,3.391711321767486e-06,0.004485975281362023,0.999998357459477,1.7730957172586515e-06,26.638712052785195
97,3.2652306737353295e-06,0.004482804020813533,0.9999982531820025,1.5389947907481526e-06,26.66773808517462
98,4.466969809488676e-06,0.004476765681324261,0.9999970213345118,1.4974414620155584e-06,26.68255693191659
99,3.00188971710408e-06,0.004472349091087069,0.9999990023749216,2.1328273386513633e-06,26.646724405913723
100,1.8701769586706567e-06,0.004472507840661066,0.999999118409838,1.0059225202115028e-06,26.606110671930963
101,1.3759149294076321e-06,0.004460181407949754,0.9999994138308934,7.928627907858755e-07,26.672815911633112
102,1.1209357099167912e-06,0.004465878170302936,0.9999994911738804,6.221569105686545e-07,26.657465867022548
103,9.638915136227816e-07,0.004454129360722644,0.9999994964054653,4.618134446965476e-07,26.65471169638797
104,0.7838450460800525,0.004554752938662257,0.22130853193526875,0.01530265984955448,26.612423190615647
105,0.9245242435455322,0.004463816842543228,0.13571950425309187,0.07351954771957285,26.046483808561895
106,0.7644106958389282,0.004749987269725119,0.5378364865319005,0.33894945497644535,25.778737076645704
107,0.7934245678799493,0.004747685089068753,0.480834497703399,0.29771680890339486,26.485807690381236
108,0.1664444902419961,0.004550251870283059,0.8587066347752564,0.029874748877903246,26.622609980041524
109,0.00015729593478608876,0.004427590495454414,0.9999060910769871,6.634079980555855e-05,26.672941369872547
110,9.562459161970764e-05,0.004420510978677443,0.9999459496634348,4.3945697422688164e-05,26.664276809103562
111,0.0001300610751637058,0.004427311438960689,0.9999575031144279,8.825316972278025e-05,26.653568526183307
112,4.90266453998629e-05,0.004425075590184757,0.9999783961159843,2.779718076313397e-05,26.675820780644564
113,4.8996570336333076e-05,0.004423386975058488,0.999979309804099,2.438975619318496e-05,26.639589061379283
114,4.8316471536860003e-05,0.0044214917817286085,0.9999789050919669,2.7276069560113164e-05,26.669536459632155
115,9.559159947509345e-05,0.004422606326426779,0.9999687354769026,6.499883096517546e-05,26.637639114340658
116,3.366030167547121e-05,0.004415919446732317,0.9999843440737043,1.8311457729890078e-05,26.650923648716084
117,2.1041413018870766e-05,0.004411504007343735,0.9999896688461304,1.0834900301987156e-05,26.670918769455845
118,1.648962994430414e-05,0.004411242276855878,0.9999926159722464,9.109233933434422e-06,26.658905229367186
119,1.686765692886963e-05,0.004406955555507115,0.9999928705351693,1.0406619686546036e-05,26.64653335649646
120,1.0574496121470085e-05,0.004399433634323733,0.9999944633211408,5.035793724528048e-06,26.6966964670396
121,8.981506443004555e-06,0.004397832722536155,0.9999958564349584,4.918606220651002e-06,26.663182163395625
122,9.076644012488292e-06,0.004392816189889397,0.9999960646084377,5.4675178622086864e-06,26.665557117314226
123,6.108098611418557e-06,0.004392088294135673,0.9999967927115304,2.9290572711033746e-06,26.65883972313638
124,0.0011571647708663866,0.004387993591065917,0.9994749670573644,0.0009631326022272073,26.688431247732993
125,2.5036106911388094e-05,0.0043884284429252145,0.9999876558167594,1.3090236591961002e-05,26.65260696495814
126,2.3015250897982954e-05,0.004380615796255214,0.9999876732689994,1.0925874887990565e-05,26.660330674852535
127,1.2053115230290651e-05,0.0043843025400170255,0.9999958316121783,8.772566738090453e-06,26.65840575515995
128,9.06092842113659e-06,0.004375274739095143,0.9999960624422346,5.314993783706866e-06,26.563838653612827
129,6.54684102441284e-06,0.004369395804511649,0.9999969118799482,3.5233361532196534e-06,26.667246477906467
130,5.780931336994399e-06,0.004369772057022367,0.9999974105426244,3.305600970712216e-06,26.653667334085405
131,4.853986941868373e-06,0.004363276472368411,0.9999974340983799,2.3224803778897955e-06,26.675109229014783
132,5.149781843127649e-06,0.004364756625997169,0.9999979609898159,3.425116062473015e-06,26.66699779821637
133,3.0552231252451228e-06,0.00435907753141863,0.9999983717645917,1.4336252640142838e-06,26.653809384405562
134,2.3002663210978166e-06,0.004358509248814413,0.9999988687787738,1.1923260207238074e-06,26.690671469828867
135,1.94839846423877e-06,0.00435442502828581,0.9999989085197448,8.640533970070205e-07,26.678896465456774
136,1.4814023166763946e-06,0.004347029307271753,0.9999993441445487,8.588885271170252e-07,26.61967745369925
137,1.2537028826305426e-06,0.004345939890401704,0.9999993666785104,6.307555208487818e-07,26.681874368419535
138,1.0381730370681908e-06,0.004346029551114355,0.9999995375769479,6.413095780804464e-07,26.700695838650283
139,1.004701884838661e-06,0.004343386434550796,0.9999995156833104,5.380390197387896e-07,26.669102988502477
140,6.355467677622073e-07,0.004340533732942173,0.9999996963773455,3.3524862359399776e-07,26.63836171708666
141,0.0020537829525820468,0.004340696934929916,0.9996059449195862,0.0019667166475423074,26.663820811687078
142,2.4275991776851566e-05,0.004331952965259552,0.9999910115786961,1.534480910867647e-05,26.64453658801974
143,0.02069552302731359,0.004376078842367444,0.9906681092330387,0.01589852836333209,26.66944029498566
144,3.3011885263217013e-05,0.004331339396004166,0.9999740617888314,7.385647007270433e-06,26.677015936391907
145,8.762147831605813e-06,0.0043224069840141705,0.9999964051927839,5.2619772373353565e-06,26.71015268486356
146,7.719906904380227e-06,0.004316971363340106,0.9999958818980625,3.618794470172101e-06,26.701215401566078
147,7.556473061673127e-06,0.004325635852558272,0.9999956766401018,3.3091546460907143e-06,26.693753117420265
148,4.869862144862834e-06,0.004318236596030848,0.9999980123792376,2.912922861430291e-06,26.683477184308053
149,4.289570682236185e-06,0.004320079507785184,0.9999980462210519,2.498904670236308e-06,26.688138033120687
150,5.464251745070214e-06,0.004313364144840411,0.9999969313349043,2.695458798215051e-06,26.660816203341916
